step,confidence_level,rel_error_lower_bound,rel_error_upper_bound
55,50,-0.0368680900454158,-0.06042027845884174
55,75,-0.04201341015314929,0.16911161060222574
55,90,-0.05701564753838514,0.1531971087643646
56,50,-0.03693390624134146,-0.05655693865732614
56,75,-0.0419682457947444,0.16733612341211535
56,90,-0.05664957378864584,0.15266158549354125
57,50,-0.036999722437267124,-0.05269359885581053
57,75,-0.0419230814363395,0.16556063622200495
57,90,-0.05628350003890653,0.1521260622227179
58,50,-0.037065538633192785,-0.04883025905429492
58,75,-0.0418779170779346,0.16378514903189456
58,90,-0.05591742628916723,0.15159053895189456
59,50,-0.03713135482911844,-0.04496691925277931
59,75,-0.0418327527195297,0.16200966184178417
59,90,-0.055551352539427924,0.15105501568107121
60,50,-0.0371971710250441,-0.0411035794512637
60,75,-0.041787588361124804,0.16023417465167378
60,90,-0.055185278789688624,0.15051949241024787
61,50,-0.03726298722096976,-0.03724023964974809
61,75,-0.04174242400271991,0.15845868746156339
61,90,-0.054819205039949324,0.14998396913942452
62,50,-0.037328803416895415,-0.033376899848232486
62,75,-0.04169725964431501,0.156683200271453
62,90,-0.05445313129021002,0.14944844586860118
63,50,-0.037394619612821076,-0.029513560046716875
63,75,-0.04165209528591011,0.1549077130813426
63,90,-0.05408705754047072,0.14891292259777783
64,50,-0.037460435808746737,-0.025650220245201263
64,75,-0.04160693092750521,0.1531322258912322
64,90,-0.05372098379073141,0.14837739932695448
65,50,-0.0375262520046724,-0.021786880443685656
65,75,-0.041561766569100315,0.15135673870112182
65,90,-0.05335491004099211,0.14784187605613114
66,50,-0.03759206820059805,-0.017923540642170048
66,75,-0.04151660221069542,0.14958125151101143
66,90,-0.05298883629125281,0.1473063527853078
67,50,-0.03765788439652371,-0.014060200840654437
67,75,-0.04147143785229052,0.14780576432090103
67,90,-0.052622762541513504,0.14677082951448445
68,50,-0.03772370059244937,-0.010196861039138829
68,75,-0.04142627349388562,0.14603027713079064
68,90,-0.052256688791774204,0.1462353062436611
69,50,-0.03778951678837503,-0.00633352123762322
69,75,-0.04138110913548072,0.14425478994068025
69,90,-0.0518906150420349,0.14569978297283775
70,50,-0.03785533298430069,-0.002470181436107611
70,75,-0.04133594477707583,0.14247930275056986
70,90,-0.0515245412922956,0.1451642597020144
71,50,-0.03792114918022635,0.001393158365407998
71,75,-0.04129078041867093,0.14070381556045947
71,90,-0.0511584675425563,0.14462873643119106
72,50,-0.037986965376152,0.005256498166923607
72,75,-0.041245616060266034,0.13892832837034907
72,90,-0.05079239379281699,0.14409321316036772
73,50,-0.038052781572077664,0.009119837968439216
73,75,-0.04120045170186113,0.13715284118023868
73,90,-0.05042632004307769,0.14355768988954437
74,50,-0.038118597768003325,0.012983177769954824
74,75,-0.041155287343456234,0.1353773539901283
74,90,-0.050060246293338384,0.14302216661872102
75,50,-0.03818441396392898,0.016846517571470435
75,75,-0.04111012298505134,0.1336018668000179
75,90,-0.049694172543599084,0.14248664334789768
76,50,-0.03825023015985464,0.020709857372986043
76,75,-0.04106495862664644,0.1318263796099075
76,90,-0.049328098793859784,0.14195112007707433
77,50,-0.0383160463557803,0.024573197174501654
77,75,-0.041019794268241545,0.13005089241979712
77,90,-0.04896202504412048,0.141415596806251
78,50,-0.03838186255170596,0.028436536976017262
78,75,-0.04097462990983664,0.12827540522968672
78,90,-0.04859595129438118,0.14088007353542764
79,50,-0.038447678747631615,0.03229987677753287
79,75,-0.040929465551431746,0.12649991803957633
79,90,-0.04822987754464187,0.1403445502646043
80,50,-0.038513494943557276,0.03616321657904848
80,75,-0.04088430119302685,0.12472443084946594
80,90,-0.04786380379490257,0.13980902699378095
81,50,-0.03857931113948294,0.04002655638056409
81,75,-0.04083913683462195,0.12294894365935555
81,90,-0.04749773004516327,0.1392735037229576
82,50,-0.03864512733540859,0.043889896182079696
82,75,-0.04079397247621706,0.12117345646924516
82,90,-0.047131656295423964,0.13873798045213426
83,50,-0.03871094353133425,0.04775323598359531
83,75,-0.04074880811781215,0.11939796927913476
83,90,-0.046765582545684664,0.1382024571813109
84,50,-0.03877675972725991,0.05161657578511092
84,75,-0.04070364375940726,0.11762248208902436
84,90,-0.04639950879594536,0.13766693391048757
85,50,-0.038842575923185574,0.05547991558662652
85,75,-0.04065847940100236,0.11584699489891397
85,90,-0.04603343504620606,0.13713141063966422
86,50,-0.03890839211911123,0.059343255388142134
86,75,-0.040613315042597464,0.11407150770880357
86,90,-0.04566736129646676,0.13659588736884087
87,50,-0.03897420831503689,0.06320659518965774
87,75,-0.04056815068419257,0.11229602051869318
87,90,-0.04530128754672745,0.13606036409801753
88,50,-0.03904002451096255,0.06706993499117335
88,75,-0.040522986325787665,0.11052053332858279
88,90,-0.04493521379698815,0.13552484082719418
89,50,-0.039105840706888204,0.07093327479268896
89,75,-0.04047782196738277,0.1087450461384724
89,90,-0.044569140047248844,0.13498931755637084
90,50,-0.039171656902813864,0.07479661459420457
90,75,-0.04043265760897787,0.106969558948362
90,90,-0.044203066297509544,0.1344537942855475
91,50,-0.03979385004984269,0.07397148636532712
91,75,-0.04208928351327765,0.10496086637759812
91,90,-0.04572902646207745,0.13221936141095816
92,50,-0.04041604319687152,0.07314635813644968
92,75,-0.04374590941757743,0.10295217380683423
92,90,-0.04725498662664536,0.1299849285363688
93,50,-0.041038236343900344,0.07232122990757223
93,75,-0.045402535321877206,0.10094348123607035
93,90,-0.04878094679121327,0.12775049566177948
94,50,-0.04166042949092917,0.07149610167869479
94,75,-0.04705916122617699,0.09893478866530646
94,90,-0.050306906955781175,0.12551606278719013
95,50,-0.042282622637958,0.07067097344981733
95,75,-0.048715787130476765,0.09692609609454257
95,90,-0.05183286712034908,0.1232816299126008
96,50,-0.042904815784986824,0.06984584522093988
96,75,-0.05037241303477655,0.09491740352377868
96,90,-0.05335882728491699,0.12104719703801145
97,50,-0.04352700893201565,0.06902071699206244
97,75,-0.05202903893907632,0.09290871095301478
97,90,-0.054884787449484905,0.11881276416342212
98,50,-0.04414920207904448,0.06819558876318499
98,75,-0.0536856648433761,0.0909000183822509
98,90,-0.05641074761405281,0.11657833128883278
99,50,-0.044771395226073304,0.06737046053430755
99,75,-0.05534229074767588,0.08889132581148701
99,90,-0.05793670777862072,0.11434389841424344
100,50,-0.04539358837310213,0.0665453323054301
100,75,-0.056998916651975665,0.08688263324072312
100,90,-0.05946266794318863,0.1121094655396541
101,50,-0.04601578152013096,0.06572020407655264
101,75,-0.05865554255627544,0.08487394066995924
101,90,-0.060988628107756536,0.10987503266506476
102,50,-0.046637974667159784,0.0648950758476752
102,75,-0.060312168460575216,0.08286524809919535
102,90,-0.06251458827232445,0.10764059979047542
