step,confidence_level,rel_error_lower_bound,rel_error_upper_bound
55,50,-0.08720885271800535,-0.009029536787664792
55,75,-0.1407234064441783,0.10132196617384066
55,90,-0.1505632309206918,0.3015022502674061
56,50,-0.08428787193986267,-0.0060225977285270835
56,75,-0.1406136604374898,0.10568467737544582
56,90,-0.15100762773037546,0.3004900474252569
57,50,-0.08136689116172,-0.0030156586693893678
57,75,-0.14050391443080126,0.11004738857705096
57,90,-0.1514520245400591,0.2994778445831077
58,50,-0.07844591038357732,-8.719610251659016e-06
58,75,-0.14039416842411276,0.1144100997786561
58,90,-0.15189642134974277,0.2984656417409585
59,50,-0.07552492960543464,0.0029982194488860497
59,75,-0.14028442241742423,0.11877281098026124
59,90,-0.15234081815942643,0.2974534388988093
60,50,-0.07260394882729196,0.0060051585080237585
60,75,-0.14017467641073572,0.1231355221818664
60,90,-0.15278521496911007,0.2964412360566601
61,50,-0.06968296804914928,0.00901209756716147
61,75,-0.14006493040404722,0.12749823338347155
61,90,-0.15322961177879374,0.2954290332145109
62,50,-0.0667619872710066,0.01201903662629918
62,75,-0.13995518439735868,0.1318609445850767
62,90,-0.1536740085884774,0.2944168303723617
63,50,-0.06384100649286392,0.015025975685436888
63,75,-0.13984543839067018,0.13622365578668183
63,90,-0.15411840539816107,0.2934046275302125
64,50,-0.06092002571472125,0.0180329147445746
64,75,-0.13973569238398165,0.14058636698828697
64,90,-0.15456280220784474,0.2923924246880633
65,50,-0.05799904493657857,0.02103985380371231
65,75,-0.13962594637729314,0.1449490781898921
65,90,-0.15500719901752838,0.2913802218459141
66,50,-0.05507806415843589,0.024046792862850018
66,75,-0.13951620037060464,0.14931178939149725
66,90,-0.15545159582721205,0.2903680190037649
67,50,-0.052157083380293214,0.02705373192198773
67,75,-0.1394064543639161,0.1536745005931024
67,90,-0.1558959926368957,0.2893558161616157
68,50,-0.049236102602150535,0.03006067098112544
68,75,-0.1392967083572276,0.15803721179470756
68,90,-0.15634038944657935,0.2883436133194665
69,50,-0.046315121824007856,0.03306761004026315
69,75,-0.13918696235053907,0.1623999229963127
69,90,-0.15678478625626302,0.2873314104773173
70,50,-0.04339414104586518,0.03607454909940086
70,75,-0.13907721634385056,0.16676263419791784
70,90,-0.1572291830659467,0.2863192076351681
71,50,-0.0404731602677225,0.03908148815853857
71,75,-0.13896747033716206,0.17112534539952298
71,90,-0.15767357987563035,0.2853070047930189
72,50,-0.03755217948957982,0.04208842721767628
72,75,-0.13885772433047353,0.17548805660112812
72,90,-0.15811797668531402,0.2842948019508697
